Attrition,EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,OverTime,EducationField,BusinessTravel,DistanceFromHome,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,1028,35,Male,Divorced,Research & Development,Laboratory Technician,3917,No,Other,Travel_Rarely,10,1,3,4,4,20,1,4,3,1,3,2,1,2
0,1029,42,Male,Married,Sales,Manager,18303,No,Marketing,Travel_Rarely,5,5,3,3,3,13,0,3,21,6,1,0,0,0
0,1030,50,Male,Married,Research & Development,Laboratory Technician,2380,No,Life Sciences,Travel_Rarely,9,1,3,4,3,18,0,5,8,4,1,0,0,0
0,1032,59,Female,Single,Research & Development,Manufacturing Director,13726,Yes,Life Sciences,Travel_Rarely,2,4,2,4,3,13,0,4,30,3,5,3,4,3
1,1033,37,Female,Married,Research & Development,Healthcare Representative,4777,No,Medical,Travel_Rarely,11,2,1,2,3,15,0,2,15,5,1,0,0,0
0,1034,55,Male,Married,Research & Development,Healthcare Representative,6385,Yes,Medical,Travel_Frequently,18,2,3,2,3,14,2,3,17,3,8,7,6,7
0,1035,41,Female,Divorced,Research & Development,Research Director,19973,No,Life Sciences,Non-Travel,7,5,1,3,4,22,2,3,21,1,21,16,5,10
0,1036,38,Male,Single,Sales,Sales Executive,6861,Yes,Life Sciences,Travel_Rarely,3,2,3,4,3,12,0,1,19,8,1,0,0,0
1,1037,26,Male,Single,Sales,Sales Executive,4969,No,Medical,Non-Travel,29,2,1,1,3,18,0,6,7,8,2,2,2,2
1,1038,52,Female,Married,Sales,Manager,19845,No,Marketing,Travel_Rarely,2,5,1,4,3,15,1,3,33,1,32,14,6,9
0,1039,44,Female,Married,Sales,Sales Executive,13320,Yes,Medical,Travel_Rarely,28,4,4,4,3,18,1,2,23,3,12,11,11,11
0,1040,50,Female,Married,Sales,Sales Executive,6347,No,Life Sciences,Non-Travel,1,2,3,3,3,12,1,3,19,0,18,7,0,13
1,1042,36,Female,Single,Research & Development,Laboratory Technician,2743,No,Life Sciences,Travel_Rarely,16,1,4,1,3,16,0,1,18,1,17,13,15,14
0,1043,39,Female,Single,Research & Development,Manufacturing Director,10880,Yes,Medical,Travel_Frequently,22,3,3,1,3,13,0,2,21,1,21,6,2,8
0,1044,33,Female,Single,Sales,Sales Representative,2342,No,Life Sciences,Non-Travel,8,1,2,4,3,19,0,2,3,0,2,2,2,2
0,1045,45,Female,Married,Sales,Manager,17650,No,Life Sciences,Travel_Rarely,11,4,3,4,3,13,1,4,26,3,9,3,1,1
0,1046,32,Female,Single,Research & Development,Laboratory Technician,4025,No,Medical,Non-Travel,29,1,3,3,3,12,0,2,10,9,8,7,7,7
0,1047,34,Male,Divorced,Sales,Sales Executive,9725,No,Marketing,Travel_Rarely,1,2,4,4,3,11,1,2,16,0,15,1,0,9
0,1048,59,Male,Married,Sales,Manager,11904,Yes,Technical Degree,Travel_Rarely,1,3,3,4,3,14,1,1,14,3,6,4,0,4
0,1049,45,Male,Single,Human Resources,Human Resources,2177,No,Medical,Travel_Rarely,24,1,3,2,3,16,0,3,6,1,6,3,0,4
0,1050,53,Female,Married,Sales,Sales Executive,7525,No,Marketing,Travel_Frequently,2,3,2,2,3,12,1,2,30,2,15,7,6,12
1,1052,36,Male,Divorced,Research & Development,Laboratory Technician,4834,No,Other,Travel_Rarely,15,2,3,3,3,14,1,3,9,7,1,0,0,0
1,1053,26,Male,Married,Research & Development,Research Scientist,2042,Yes,Life Sciences,Travel_Frequently,2,1,3,1,3,14,1,2,6,6,3,2,1,2
0,1055,34,Female,Married,Sales,Sales Representative,2220,Yes,Life Sciences,Travel_Rarely,10,1,3,3,3,19,1,2,1,1,1,1,0,0
0,1056,28,Male,Married,Sales,Sales Representative,1052,No,Medical,Travel_Rarely,10,1,3,2,4,22,0,5,1,1,1,0,0,0
0,1060,38,Male,Married,Research & Development,Research Scientist,2821,No,Other,Travel_Frequently,3,1,3,3,3,16,1,2,8,3,2,2,2,2
0,1061,50,Male,Married,Research & Development,Research Director,19237,Yes,Medical,Travel_Rarely,2,5,3,3,3,11,1,2,29,2,8,1,7,7
0,1062,37,Female,Single,Research & Development,Healthcare Representative,4107,No,Other,Travel_Rarely,3,2,3,2,3,15,0,3,8,3,4,3,0,1
0,1066,40,Male,Married,Sales,Sales Executive,8396,No,Marketing,Travel_Rarely,26,2,3,1,3,14,1,3,8,1,7,7,7,5
0,1068,26,Female,Divorced,Research & Development,Research Scientist,2007,No,Medical,Travel_Frequently,1,1,2,3,3,13,2,5,5,1,5,3,1,3
0,1069,46,Male,Divorced,Research & Development,Research Director,19627,No,Medical,Travel_Rarely,1,5,3,4,3,17,2,0,23,9,2,2,2,2
0,1070,54,Female,Married,Sales,Sales Executive,10686,No,Life Sciences,Travel_Rarely,2,3,2,3,3,11,1,4,13,6,9,4,7,0
0,1071,56,Female,Married,Research & Development,Research Scientist,2942,No,Medical,Travel_Frequently,9,1,3,3,3,19,1,4,18,2,5,4,0,3
0,1073,36,Female,Single,Research & Development,Manufacturing Director,8858,No,Medical,Travel_Rarely,12,3,2,4,3,11,0,2,15,0,14,8,7,8
0,1074,55,Male,Single,Research & Development,Manager,16756,No,Medical,Non-Travel,2,4,2,1,3,15,0,3,31,7,9,7,6,2
0,1076,43,Male,Divorced,Sales,Sales Executive,10798,No,Medical,Travel_Rarely,25,3,2,4,3,13,1,5,18,5,1,0,0,0
1,1077,20,Female,Single,Sales,Sales Representative,2323,Yes,Marketing,Travel_Frequently,9,1,3,4,3,14,0,3,2,1,2,2,0,2
1,1079,21,Female,Single,Research & Development,Laboratory Technician,1416,No,Life Sciences,Travel_Rarely,10,1,2,1,3,13,0,6,1,1,1,0,1,0
0,1080,46,Female,Divorced,Research & Development,Research Scientist,4615,Yes,Life Sciences,Travel_Rarely,8,2,2,1,4,23,3,2,19,8,16,13,1,7
1,1081,51,Male,Married,Research & Development,Research Scientist,2461,Yes,Life Sciences,Travel_Rarely,4,1,3,3,3,12,3,2,18,9,10,0,2,7
1,1082,28,Male,Single,Research & Development,Healthcare Representative,8722,No,Technical Degree,Non-Travel,24,3,2,1,3,12,0,2,10,1,10,7,1,9
0,1083,26,Male,Married,Research & Development,Laboratory Technician,3955,No,Medical,Travel_Rarely,1,1,2,1,3,16,2,2,6,1,5,3,1,3
0,1084,30,Male,Married,Research & Development,Manufacturing Director,9957,No,Other,Travel_Rarely,20,2,3,1,3,15,1,1,7,0,6,2,0,2
0,1085,41,Female,Married,Research & Development,Research Scientist,3376,No,Technical Degree,Travel_Rarely,7,1,4,3,3,13,0,3,10,1,10,6,0,8
0,1088,38,Female,Married,Research & Development,Healthcare Representative,8823,No,Life Sciences,Travel_Rarely,17,3,2,3,3,18,1,4,20,0,19,9,1,9
0,1092,40,Male,Married,Research & Development,Healthcare Representative,10322,No,Technical Degree,Travel_Rarely,20,3,3,4,4,20,1,6,14,4,11,10,11,1
0,1094,27,Male,Married,Research & Development,Laboratory Technician,4621,No,Life Sciences,Non-Travel,8,1,1,3,3,19,3,4,3,1,3,2,1,2
0,1096,55,Male,Married,Research & Development,Manufacturing Director,10976,No,Life Sciences,Travel_Frequently,2,3,3,2,3,18,1,4,23,3,3,2,1,2
0,1097,28,Female,Single,Research & Development,Research Scientist,3660,No,Other,Travel_Rarely,10,2,3,3,3,13,0,4,10,3,8,7,1,7
1,1098,44,Male,Married,Human Resources,Human Resources,10482,No,Medical,Travel_Rarely,1,3,2,1,3,14,1,1,24,9,20,6,3,6
0,1099,33,Male,Divorced,Research & Development,Healthcare Representative,7119,No,Life Sciences,Travel_Rarely,5,3,2,4,3,15,1,2,9,4,3,2,1,2
1,1100,35,Male,Single,Sales,Sales Executive,9582,Yes,Technical Degree,Travel_Rarely,4,3,3,1,4,22,0,2,9,0,8,7,4,7
1,1101,33,Female,Single,Research & Development,Research Scientist,4508,No,Medical,Travel_Frequently,29,2,2,3,4,22,0,4,14,1,13,7,3,8
0,1102,28,Male,Divorced,Research & Development,Laboratory Technician,2207,No,Life Sciences,Travel_Rarely,15,1,3,3,3,16,1,5,4,1,4,2,2,2
0,1103,34,Male,Single,Research & Development,Healthcare Representative,7756,No,Life Sciences,Travel_Frequently,3,2,3,4,3,17,0,1,7,0,6,2,0,4
0,1105,37,Female,Divorced,Sales,Sales Executive,6694,Yes,Life Sciences,Travel_Rarely,10,2,2,4,3,14,3,5,8,2,1,0,0,0
1,1106,25,Male,Married,Research & Development,Laboratory Technician,3691,Yes,Technical Degree,Travel_Rarely,4,1,3,4,3,15,1,3,7,1,7,7,5,6
1,1107,26,Male,Divorced,Research & Development,Laboratory Technician,2377,No,Medical,Travel_Rarely,21,1,3,3,4,20,1,0,1,1,1,1,0,0
1,1108,33,Male,Single,Research & Development,Research Scientist,2313,Yes,Medical,Travel_Rarely,25,1,2,2,4,20,0,0,5,4,2,2,2,2
0,1109,42,Male,Married,Research & Development,Manager,17665,No,Medical,Travel_Rarely,2,4,3,1,3,17,1,3,23,0,22,6,13,7
1,1111,28,Male,Divorced,Research & Development,Laboratory Technician,2596,No,Medical,Travel_Frequently,1,1,2,2,3,15,2,2,1,1,1,0,0,0
1,1113,50,Male,Single,Sales,Sales Executive,4728,Yes,Other,Travel_Frequently,1,2,3,3,3,14,0,4,5,3,0,0,0,0
0,1114,33,Female,Married,Sales,Sales Executive,4302,No,Life Sciences,Travel_Frequently,7,2,3,2,3,17,1,3,4,0,3,2,0,2
0,1115,34,Male,Married,Research & Development,Research Scientist,2979,No,Life Sciences,Non-Travel,3,1,2,4,3,17,3,2,6,3,0,0,0,0
0,1116,48,Male,Single,Research & Development,Manager,16885,No,Medical,Non-Travel,1,4,4,4,4,22,0,3,27,2,5,4,2,1
0,1117,45,Female,Married,Sales,Sales Executive,5593,No,Life Sciences,Non-Travel,9,2,2,3,3,13,1,2,15,1,15,10,4,12
0,1118,52,Male,Single,Research & Development,Healthcare Representative,10445,No,Life Sciences,Travel_Rarely,7,3,3,2,3,19,0,4,18,7,8,6,4,0
0,1119,38,Male,Divorced,Sales,Sales Executive,8740,Yes,Marketing,Travel_Rarely,10,3,2,3,3,14,2,2,9,0,8,7,2,7
0,1120,29,Female,Divorced,Research & Development,Research Scientist,2514,No,Life Sciences,Travel_Rarely,28,1,3,4,4,22,1,1,11,4,7,5,1,7
0,1121,28,Female,Divorced,Research & Development,Manufacturing Director,7655,No,Medical,Travel_Rarely,3,3,3,2,3,17,3,3,10,0,9,7,1,7
0,1124,46,Male,Married,Sales,Manager,17465,No,Marketing,Travel_Rarely,3,4,3,3,3,12,1,3,23,3,12,9,4,9
0,1125,38,Male,Single,Sales,Sales Executive,7351,No,Marketing,Travel_Rarely,2,3,3,2,3,16,0,2,10,7,1,0,0,0
0,1126,43,Female,Married,Research & Development,Manufacturing Director,10820,No,Life Sciences,Travel_Frequently,27,3,3,1,3,11,1,1,18,8,8,7,0,1
1,1127,39,Male,Divorced,Research & Development,Healthcare Representative,12169,No,Life Sciences,Travel_Frequently,2,4,3,4,3,11,3,4,21,7,18,7,11,5
0,1128,40,Male,Single,Research & Development,Research Director,19626,No,Medical,Travel_Rarely,14,5,2,3,3,14,0,2,21,1,20,7,4,9
0,1131,21,Female,Single,Research & Development,Research Scientist,2070,Yes,Technical Degree,Travel_Rarely,1,1,2,2,3,11,0,6,2,1,2,2,2,2
0,1132,39,Male,Single,Research & Development,Laboratory Technician,6782,No,Life Sciences,Non-Travel,9,2,3,2,3,15,0,2,9,9,5,4,0,3
0,1133,36,Male,Single,Research & Development,Manufacturing Director,7779,No,Life Sciences,Non-Travel,18,2,3,4,4,20,0,0,18,2,11,9,0,9
0,1135,31,Male,Married,Sales,Sales Representative,2791,No,Life Sciences,Travel_Frequently,20,1,4,4,3,12,1,4,3,0,2,2,2,2
0,1136,28,Male,Married,Research & Development,Research Scientist,3201,No,Life Sciences,Travel_Rarely,2,1,2,2,3,17,0,2,6,0,5,3,0,4
0,1137,35,Male,Divorced,Sales,Sales Executive,4968,No,Marketing,Travel_Frequently,11,2,3,4,3,11,1,3,5,1,5,2,0,2
0,1138,49,Male,Married,Sales,Sales Executive,13120,No,Technical Degree,Travel_Rarely,8,4,2,2,3,17,1,3,22,6,9,8,2,3
0,1140,34,Male,Single,Research & Development,Manufacturing Director,4033,No,Life Sciences,Travel_Frequently,2,2,3,3,3,11,0,3,5,2,3,2,0,2
0,1143,29,Female,Divorced,Research & Development,Research Scientist,3291,No,Life Sciences,Travel_Frequently,10,1,3,2,3,14,2,2,8,0,7,5,1,1
0,1148,42,Male,Single,Research & Development,Laboratory Technician,4272,No,Medical,Travel_Rarely,29,2,1,4,3,19,0,3,16,4,1,0,0,0
0,1150,29,Male,Married,Research & Development,Manufacturing Director,5056,Yes,Medical,Travel_Rarely,8,2,2,4,3,15,1,2,10,1,10,7,1,2
0,1152,38,Male,Married,Human Resources,Human Resources,2844,No,Human Resources,Travel_Rarely,1,1,4,3,3,13,1,2,7,1,7,6,5,0
0,1154,28,Male,Divorced,Research & Development,Research Scientist,2703,Yes,Life Sciences,Travel_Frequently,6,1,2,3,3,14,1,2,3,1,3,1,0,2
1,1156,18,Male,Single,Research & Development,Laboratory Technician,1904,No,Medical,Non-Travel,8,1,3,3,3,12,0,0,0,1,0,0,0,0
1,1157,33,Female,Single,Sales,Sales Executive,8224,Yes,Marketing,Travel_Rarely,9,2,3,1,3,17,0,3,6,0,5,2,0,3
0,1158,41,Male,Married,Research & Development,Laboratory Technician,4766,Yes,Life Sciences,Travel_Rarely,12,1,3,4,3,11,1,4,6,3,1,0,0,0
1,1160,31,Male,Married,Research & Development,Laboratory Technician,2610,No,Medical,Travel_Frequently,15,1,3,3,3,12,1,5,2,1,2,2,2,2
0,1161,37,Female,Divorced,Research & Development,Healthcare Representative,5731,No,Medical,Travel_Rarely,25,2,2,4,3,13,2,2,9,7,6,2,1,3
0,1162,27,Male,Married,Research & Development,Research Scientist,2539,No,Life Sciences,Travel_Rarely,6,1,2,3,3,13,1,0,4,1,4,2,2,2
0,1163,34,Female,Married,Sales,Sales Executive,5714,No,Life Sciences,Travel_Rarely,9,2,3,3,4,20,0,3,6,1,6,5,1,3
0,1164,35,Male,Single,Human Resources,Human Resources,4323,No,Technical Degree,Travel_Rarely,8,1,3,3,3,17,0,2,6,1,5,4,1,4
1,1165,29,Female,Married,Sales,Sales Executive,7336,No,Life Sciences,Travel_Rarely,23,3,2,1,3,13,1,3,11,1,11,8,3,10
0,1166,40,Female,Single,Research & Development,Research Director,13499,No,Medical,Travel_Frequently,9,3,3,3,3,17,0,3,20,9,18,7,2,13
1,1167,42,Male,Single,Sales,Sales Executive,13758,Yes,Life Sciences,Travel_Frequently,12,4,3,1,3,12,0,2,22,0,21,9,13,14
0,1171,42,Male,Single,Sales,Sales Executive,5155,No,Marketing,Travel_Rarely,4,2,3,1,3,13,0,3,9,7,6,4,1,5
0,1172,35,Male,Married,Research & Development,Laboratory Technician,2258,No,Medical,Travel_Rarely,1,1,2,3,3,12,1,2,10,6,8,0,1,7
0,1173,24,Male,Single,Research & Development,Laboratory Technician,3597,No,Medical,Travel_Rarely,24,1,3,2,4,22,0,2,6,8,4,3,1,2
1,1175,28,Female,Married,Research & Development,Laboratory Technician,2515,Yes,Life Sciences,Travel_Rarely,12,1,3,4,3,11,0,4,1,1,1,1,0,0
0,1177,26,Male,Married,Research & Development,Laboratory Technician,4420,No,Medical,Travel_Rarely,3,1,4,4,4,22,1,2,8,1,8,7,0,7
0,1179,30,Male,Married,Sales,Sales Executive,6578,No,Marketing,Travel_Rarely,10,2,2,3,3,18,1,3,10,1,10,3,1,4
0,1180,40,Female,Married,Research & Development,Research Scientist,4422,Yes,Medical,Travel_Frequently,26,2,2,4,3,13,1,3,16,3,1,1,0,0
0,1182,35,Male,Divorced,Research & Development,Manufacturing Director,10274,No,Life Sciences,Travel_Rarely,2,3,2,2,3,18,1,2,15,2,7,7,6,4
0,1184,34,Male,Single,Research & Development,Healthcare Representative,5343,No,Medical,Travel_Frequently,1,2,2,1,4,20,0,3,14,0,13,9,4,9
0,1185,35,Male,Married,Research & Development,Laboratory Technician,2376,No,Other,Travel_Frequently,4,1,2,4,3,13,1,2,2,1,2,2,2,2
1,1188,43,Female,Single,Sales,Sales Executive,5346,No,Marketing,Travel_Rarely,9,2,1,3,3,13,0,2,7,8,4,3,1,3
0,1190,32,Female,Divorced,Sales,Sales Representative,2827,No,Life Sciences,Non-Travel,2,1,3,1,3,12,3,3,1,1,1,0,0,0
0,1191,56,Female,Divorced,Research & Development,Manager,19943,No,Technical Degree,Travel_Rarely,4,5,3,1,3,13,1,2,28,4,5,2,4,2
0,1192,29,Female,Married,Research & Development,Laboratory Technician,3131,No,Medical,Travel_Rarely,6,1,3,4,3,13,1,5,10,1,10,8,0,8
0,1193,19,Male,Single,Research & Development,Research Scientist,2552,No,Life Sciences,Travel_Rarely,9,1,3,1,4,25,0,4,1,1,1,1,0,0
0,1195,45,Female,Married,Research & Development,Research Scientist,4477,Yes,Medical,Travel_Rarely,7,1,3,3,3,19,1,2,7,4,3,2,0,2
0,1196,37,Female,Married,Research & Development,Manufacturing Director,6474,No,Life Sciences,Travel_Rarely,1,2,2,4,3,13,1,2,14,1,14,8,3,11
0,1198,20,Male,Single,Research & Development,Laboratory Technician,3033,No,Life Sciences,Travel_Rarely,3,1,2,3,3,12,0,2,2,1,2,2,1,2
1,1200,44,Male,Single,Research & Development,Research Scientist,2936,Yes,Life Sciences,Travel_Rarely,10,1,3,3,3,11,0,4,6,1,6,4,0,2
0,1201,53,Female,Divorced,Research & Development,Manager,18606,No,Medical,Travel_Rarely,7,5,3,3,3,18,1,6,26,3,7,7,4,7
0,1202,29,Female,Married,Research & Development,Research Scientist,2168,Yes,Life Sciences,Travel_Rarely,15,1,1,4,3,18,1,2,6,0,5,4,1,3
1,1203,22,Male,Married,Research & Development,Research Scientist,2853,Yes,Life Sciences,Travel_Frequently,3,1,2,4,3,11,1,5,1,0,0,0,0,0
0,1204,46,Female,Married,Sales,Manager,17048,No,Marketing,Travel_Rarely,2,4,3,1,4,23,0,2,28,8,26,15,15,9
0,1206,44,Male,Single,Research & Development,Research Scientist,2290,No,Life Sciences,Non-Travel,17,1,1,3,3,13,0,3,6,2,0,0,0,0
0,1207,33,Male,Married,Human Resources,Human Resources,3600,No,Human Resources,Travel_Rarely,2,1,3,3,3,13,1,2,5,1,5,4,1,4
1,1210,41,Male,Divorced,Research & Development,Research Scientist,2107,No,Life Sciences,Non-Travel,5,1,2,1,3,17,1,2,5,6,1,0,0,0
0,1211,30,Male,Divorced,Sales,Sales Executive,4115,No,Life Sciences,Travel_Rarely,29,2,3,1,3,19,3,3,8,8,4,3,0,3
0,1212,40,Male,Married,Sales,Sales Executive,4327,No,Medical,Travel_Frequently,2,2,3,2,3,12,3,2,5,5,0,0,0,0
0,1215,50,Female,Married,Research & Development,Manager,17856,No,Medical,Travel_Frequently,2,4,3,1,4,22,1,3,32,2,2,2,2,2
0,1216,28,Male,Married,Research & Development,Laboratory Technician,3196,No,Medical,Travel_Rarely,19,1,2,1,3,12,3,2,6,1,6,5,3,3
0,1217,46,Male,Married,Research & Development,Research Director,19081,No,Life Sciences,Travel_Rarely,15,5,3,2,3,11,1,2,25,5,4,2,0,3
0,1218,35,Male,Married,Sales,Sales Executive,8966,Yes,Life Sciences,Travel_Rarely,17,2,3,1,3,15,3,2,15,3,7,7,1,7
1,1219,24,Female,Married,Research & Development,Laboratory Technician,2210,No,Life Sciences,Travel_Rarely,17,1,3,2,3,13,1,3,1,1,1,0,0,0
0,1220,33,Female,Married,Sales,Sales Executive,4539,No,Medical,Travel_Frequently,25,2,3,3,3,12,1,3,10,1,10,7,0,1
0,1221,36,Male,Divorced,Research & Development,Laboratory Technician,2741,No,Life Sciences,Travel_Rarely,6,1,1,3,3,14,1,4,7,1,7,7,1,7
0,1224,30,Male,Divorced,Research & Development,Laboratory Technician,3491,No,Life Sciences,Travel_Rarely,7,2,3,3,3,13,3,4,10,1,10,7,8,9
0,1225,44,Male,Single,Research & Development,Research Scientist,4541,No,Other,Travel_Rarely,29,2,3,4,4,25,0,3,20,1,20,11,13,17
0,1226,20,Male,Single,Sales,Sales Representative,2678,No,Marketing,Travel_Rarely,21,1,4,4,3,17,0,2,2,1,2,1,2,2
0,1228,46,Male,Divorced,Research & Development,Manufacturing Director,7379,No,Technical Degree,Travel_Rarely,2,2,3,4,3,11,1,3,12,2,6,3,1,4
0,1231,42,Male,Married,Human Resources,Human Resources,6272,No,Medical,Non-Travel,2,2,4,1,3,16,1,3,10,7,4,3,0,3
0,1233,60,Male,Divorced,Sales,Sales Executive,5220,Yes,Marketing,Travel_Rarely,7,2,4,4,3,18,1,3,12,0,11,7,1,9
0,1234,32,Female,Married,Research & Development,Laboratory Technician,2743,No,Other,Travel_Frequently,13,1,2,2,4,20,1,2,2,1,2,2,2,2
0,1235,32,Female,Single,Research & Development,Research Scientist,4998,Yes,Life Sciences,Travel_Frequently,2,2,3,3,3,14,0,2,10,4,8,7,0,7
0,1237,36,Female,Divorced,Research & Development,Manufacturing Director,10252,Yes,Technical Degree,Travel_Rarely,1,3,1,1,4,21,1,2,17,2,7,7,7,7
0,1238,33,Male,Married,Research & Development,Research Scientist,2781,No,Medical,Travel_Rarely,9,1,3,4,3,13,1,5,15,0,14,10,4,10
0,1239,40,Female,Divorced,Sales,Sales Executive,6852,No,Technical Degree,Travel_Rarely,10,2,2,2,3,12,1,2,7,7,5,1,1,3
0,1240,25,Male,Single,Sales,Sales Executive,4950,No,Life Sciences,Travel_Rarely,10,2,3,4,3,14,0,4,5,0,4,3,1,1
0,1241,30,Male,Married,Research & Development,Research Scientist,3579,Yes,Medical,Travel_Rarely,1,1,3,2,4,21,1,2,12,0,11,9,5,7
0,1242,42,Female,Married,Research & Development,Research Director,13191,Yes,Medical,Travel_Frequently,26,3,3,1,3,17,0,6,20,3,1,0,0,0
0,1243,35,Female,Married,Sales,Sales Executive,10377,Yes,Marketing,Non-Travel,8,3,2,4,3,11,1,6,16,4,13,2,4,12
0,1244,27,Male,Married,Research & Development,Research Scientist,2235,Yes,Life Sciences,Travel_Rarely,14,1,3,1,3,14,2,3,9,1,9,7,6,8
0,1245,54,Female,Divorced,Research & Development,Manufacturing Director,10502,No,Life Sciences,Travel_Frequently,1,3,3,3,3,17,1,2,33,7,5,4,1,4
0,1246,44,Female,Married,Research & Development,Research Scientist,2011,No,Life Sciences,Travel_Rarely,2,1,4,4,3,13,1,5,10,1,10,5,7,7
1,1248,19,Female,Single,Research & Development,Research Scientist,1859,Yes,Medical,Non-Travel,10,1,2,2,4,25,0,2,1,1,1,1,0,0
0,1249,29,Female,Divorced,Research & Development,Research Scientist,3760,No,Life Sciences,Travel_Rarely,1,1,3,4,3,15,3,5,3,1,3,2,1,2
0,1250,54,Male,Married,Research & Development,Research Director,17779,No,Life Sciences,Travel_Rarely,3,4,3,4,3,14,0,2,36,3,10,9,0,9
0,1251,31,Male,Married,Research & Development,Healthcare Representative,6833,Yes,Medical,Travel_Rarely,11,2,3,1,3,12,0,2,6,1,6,5,0,1
0,1252,31,Female,Single,Research & Development,Healthcare Representative,6812,No,Medical,Travel_Rarely,24,2,2,1,3,19,0,2,10,1,10,9,1,8
0,1254,59,Female,Single,Sales,Sales Executive,5171,No,Life Sciences,Travel_Rarely,3,2,2,4,3,17,0,2,13,5,6,1,0,5
0,1255,43,Male,Married,Research & Development,Research Director,19740,No,Life Sciences,Travel_Rarely,3,5,1,4,3,14,1,2,25,3,8,7,0,7
0,1256,49,Male,Married,Research & Development,Manager,18711,No,Medical,Travel_Rarely,4,5,2,3,3,13,1,2,23,2,1,0,0,0
0,1257,36,Male,Married,Research & Development,Research Scientist,3692,No,Technical Degree,Travel_Frequently,3,1,3,2,3,12,0,2,12,1,11,10,0,7
0,1258,48,Male,Single,Research & Development,Laboratory Technician,2559,No,Technical Degree,Travel_Rarely,2,1,4,2,3,11,0,4,7,5,1,0,0,0
0,1259,27,Male,Divorced,Research & Development,Research Scientist,2517,No,Life Sciences,Travel_Rarely,4,1,3,3,3,11,3,2,5,1,5,3,0,3
0,1260,29,Male,Divorced,Research & Development,Healthcare Representative,6623,Yes,Life Sciences,Travel_Rarely,7,2,3,4,3,11,2,2,6,1,6,0,1,0
0,1263,48,Male,Single,Research & Development,Research Director,18265,No,Life Sciences,Travel_Rarely,1,5,2,4,3,12,0,3,25,6,1,0,0,0
0,1264,29,Female,Divorced,Research & Development,Research Director,16124,No,Life Sciences,Travel_Rarely,1,4,2,4,3,14,2,2,9,3,7,7,1,7
0,1265,34,Female,Married,Research & Development,Research Scientist,2585,No,Technical Degree,Travel_Rarely,20,1,4,3,3,17,0,5,2,0,1,0,0,0
0,1267,44,Male,Married,Sales,Manager,18213,No,Marketing,Travel_Rarely,5,5,3,2,3,11,1,5,26,7,22,9,3,10
0,1268,33,Male,Divorced,Sales,Sales Executive,8380,Yes,Marketing,Travel_Rarely,10,3,4,3,3,14,2,3,10,0,9,8,0,8
0,1269,19,Female,Single,Research & Development,Research Scientist,2994,Yes,Life Sciences,Travel_Rarely,25,1,4,4,3,12,0,2,1,1,1,0,0,1
0,1270,23,Male,Married,Research & Development,Research Scientist,1223,No,Life Sciences,Travel_Rarely,1,1,3,3,4,22,1,2,1,1,1,0,0,1
1,1273,25,Male,Single,Sales,Sales Representative,1118,Yes,Life Sciences,Travel_Frequently,24,1,1,4,3,14,0,4,1,1,1,0,1,0
0,1275,26,Male,Single,Research & Development,Research Scientist,2875,Yes,Life Sciences,Travel_Rarely,4,1,3,4,4,20,0,2,8,1,8,5,2,2
1,1277,45,Female,Single,Sales,Manager,18824,Yes,Marketing,Travel_Rarely,2,5,1,2,3,16,0,2,26,2,24,10,1,11
0,1278,55,Male,Divorced,Research & Development,Healthcare Representative,13577,Yes,Medical,Non-Travel,8,4,2,2,3,15,1,3,34,1,33,9,15,0
1,1279,21,Female,Single,Research & Development,Laboratory Technician,2625,No,Life Sciences,Travel_Frequently,10,1,2,3,4,20,0,2,2,1,2,2,2,2
0,1280,46,Female,Married,Sales,Manager,18789,No,Marketing,Travel_Rarely,4,5,2,2,3,14,1,2,26,2,11,4,0,8
0,1281,34,Female,Single,Sales,Sales Executive,4538,Yes,Marketing,Travel_Rarely,2,2,3,1,3,12,0,3,4,0,3,2,0,2
0,1282,51,Male,Divorced,Sales,Manager,19847,Yes,Life Sciences,Travel_Frequently,9,5,3,2,4,24,1,5,31,4,29,10,11,10
0,1283,59,Male,Single,Research & Development,Manufacturing Director,10512,No,Medical,Travel_Rarely,18,3,3,4,3,12,0,6,25,6,9,7,5,4
0,1285,34,Female,Divorced,Research & Development,Laboratory Technician,4444,No,Medical,Travel_Frequently,19,2,3,2,3,13,2,2,15,4,11,8,5,10
0,1286,28,Male,Single,Research & Development,Laboratory Technician,2154,Yes,Medical,Travel_Frequently,1,1,3,3,3,11,0,2,5,0,4,2,0,2
0,1288,44,Male,Divorced,Research & Development,Manager,19190,No,Life Sciences,Travel_Rarely,4,5,4,1,3,14,2,4,26,1,25,9,14,13
0,1289,34,Male,Married,Human Resources,Human Resources,4490,No,Life Sciences,Travel_Frequently,11,2,2,2,3,11,2,5,14,4,10,9,1,8
0,1291,35,Male,Married,Research & Development,Research Scientist,3506,Yes,Life Sciences,Travel_Rarely,6,1,3,3,3,14,0,3,4,0,3,2,2,2
0,1292,42,Female,Married,Research & Development,Research Scientist,2372,Yes,Medical,Travel_Rarely,7,2,4,2,3,16,0,2,18,6,1,0,0,0
